,Year,State,Commodity,Data Type,Value
1006,2002,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",3000
1007,2001,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1008,2000,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1009,1999,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1010,1998,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1011,1997,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1012,1996,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1013,1995,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1014,1994,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1015,1993,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1016,1992,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1017,1991,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1018,1990,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1019,1989,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1020,1988,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
1021,1987,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
1022,2019,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",87000
1023,2018,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",93000
1024,2017,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",78000
1025,2016,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",74000
1026,2015,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
1027,2014,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
1028,2013,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",62000
1029,2012,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1030,2011,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1031,2010,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
1032,2009,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
1033,2008,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1034,2007,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1035,2006,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1036,2005,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1037,2004,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",42000
1038,2003,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",42000
1039,2002,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
1040,2001,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",44000
1041,2000,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",48000
1042,1999,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
1043,1998,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1044,1997,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1045,1996,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
1046,1995,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",52000
1047,1994,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1048,1993,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
1049,1992,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",52000
1050,1991,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",56000
1051,1990,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",61000
1052,1989,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",63000
1053,1988,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1054,1987,OREGON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
1055,2019,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
1056,2018,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
1057,2017,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1058,2016,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
1059,2015,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",17000
1060,2014,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",17000
1061,2013,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
1062,2012,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1063,2011,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
1064,2010,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1065,2009,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",21000
1066,2008,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1067,2007,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1068,2006,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1069,2005,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1070,2004,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1071,2003,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
1072,2002,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",29000
1073,2001,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1074,2000,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1075,1999,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1076,1998,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1077,1997,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",22000
1078,1996,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1079,1995,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1080,1994,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
1081,1993,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1082,1992,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1083,1991,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
1084,1990,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
1085,1989,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
1086,1988,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
1087,1987,PENNSYLVANIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",48000
1088,1990,RHODE ISLAND,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
1089,1989,RHODE ISLAND,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
1090,1988,RHODE ISLAND,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
1091,1987,RHODE ISLAND,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
1092,2019,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1093,2018,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1094,2017,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1095,2016,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1096,2015,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
1097,2014,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1098,2003,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1099,2002,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1100,2001,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1101,1996,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1102,1995,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1103,1994,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
1104,1993,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
1105,1992,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
1106,1991,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
1107,1990,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
1108,1989,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1109,1988,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
1110,1987,SOUTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1111,2019,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",270000
1112,2018,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",255000
1113,2017,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",255000
1114,2016,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",280000
1115,2015,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",290000
1116,2014,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",280000
1117,2013,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",265000
1118,2012,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",260000
1119,2011,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",250000
1120,2010,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",265000
1121,2009,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",270000
1122,2008,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",225000
1123,2007,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",255000
1124,2006,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",225000
1125,2005,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",220000
1126,2004,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",215000
1127,2003,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",215000
1128,2002,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",225000
1129,2001,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",235000
1130,2000,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",235000
1131,1999,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",224000
1132,1998,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",225000
1133,1997,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",240000
1134,1996,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",240000
1135,1995,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",240000
1136,1994,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",260000
1137,1993,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",245000
1138,1992,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",240000
1139,1991,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",225000
1140,1990,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",245000
1141,1989,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",235000
1142,1988,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",245000
1143,1987,SOUTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",260000
1144,2019,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1145,2018,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1146,2017,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1147,2016,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1148,2015,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1149,2014,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1150,2013,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1151,2012,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1152,2011,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1153,2010,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1154,2009,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1155,2008,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1156,2007,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1157,2006,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1158,2005,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1159,2004,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1160,2003,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1161,2002,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1162,2001,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1163,2000,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1164,1999,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1165,1998,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1166,1997,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1167,1996,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1168,1995,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1169,1994,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1170,1993,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1171,1992,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1172,1991,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
1173,1990,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
1174,1989,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1175,1988,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
1176,1987,TENNESSEE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
1177,2019,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",126000
1178,2018,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",132000
1179,2017,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",120000
1180,2016,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",133000
1181,2015,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",126000
1182,2014,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",116000
1183,2013,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",106000
1184,2012,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",92000
1185,2011,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",78000
1186,2010,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",100000
1187,2009,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",89000
1188,2008,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",77000
1189,2007,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",105000
1190,2006,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",82000
1191,2005,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",84000
1192,2004,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",116000
1193,2003,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",140000
1194,2002,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",114000
1195,2001,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",97000
1196,2000,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",105000
1197,1999,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",108000
1198,1998,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",91000
1199,1997,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",94000
1200,1996,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",82000
1201,1995,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",84000
1202,1994,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",103000
1203,1993,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",105000
1204,1992,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",125000
1205,1991,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",140000
1206,1990,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",140000
1207,1989,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",140000
1208,1988,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",124000
1209,1987,TEXAS,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",120000
1210,2019,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",22000
1211,2018,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1212,2017,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
1213,2016,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",31000
1214,2015,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
1215,2014,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",29000
1216,2013,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1217,2012,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1218,2011,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1219,2010,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1220,2009,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1221,2008,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1222,2007,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",28000
1223,2006,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1224,2005,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
1225,2004,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
1226,2003,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1227,2002,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",22000
1228,2001,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1229,2000,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
1230,1999,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1231,1998,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1232,1997,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",32000
1233,1996,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",34000
1234,1995,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",32000
1235,1994,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
1236,1993,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",42000
1237,1992,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",47000
1238,1991,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
1239,1990,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",47000
1240,1989,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",47000
1241,1988,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",36000
1242,1987,UTAH,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
1243,2019,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1244,2018,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1245,2017,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1246,2016,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1247,2015,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1248,2014,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1249,2013,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
