Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"NC1704190551HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.2"
"NC1705170571HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.2"
"NC1706210545HYUS2B","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.2"
"NC1707260508HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.2"
"NC1707260564HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.2"
"NY1704180093HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.2"
"OH1704240118HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.2"
"OH1706260306HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.2"
"OH1708280419HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.2"
"CA0712050564HYUS2","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Australia / Canada / USA","","","0.15"
"MI1706270005HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / USA","","","0.2"
"NY0712050186HYUS2P","HY","297","Fluvalinate","0.002","0.001","M","","SM","O","RE","Unk","NC","R","2","Mexico / Uruguay / USA","","","0.05"
"MD0803120005HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","2","Brazil / Canada / USA","","","0.15"
"OH0809020312HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","","NC","R","2","Brazil / Canada / USA","","","0.15"
"NY0710100186HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada","","","0.15"
"OH0711050422HYUS2P","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada","","","0.15"
"NY0804160015HYUS2","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada","","","0.15"
"TX0711050406HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Natural And Pure","NC","D","2","Argentina / Canada / India / Vietnam/USA","","","0.15"
"TX0711050409HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure","NC","D","2","Argentina / Canada / India / Vietnam/USA","","","0.15"
"CO0805050013HYUS2","HY","297","Fluvalinate","0.0013","0.001","M","","SM","O","RE","Unknown","NC","T","2","Brazil / China / India / Mexico / Vietnam / USA","","","0.05"
"CO0805050013HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.004","M","","SM","O","RE","Unknown","NC","T","2","Brazil / China / India / Mexico / Vietnam / USA","","","1"
"MI0808120005HYUS2","HY","297","Fluvalinate","0.0012","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Brazil / Canada / USA","","","0.05"
"MI0808120084HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover, Light Amber","NC","D","2","Pakistan / USA","","","0.15"
"TX0802040020HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover Honey","NC","R","2","Argentina / Brazil / Canada / India / USA","","","0.15"
"TX0805050020HYUS2P","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","Unknown","NC","R","2","Argentina / Brazil / Canada / India / Mexico / USA","","","0.15"
"TX0806020020HYUS2P","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover Honey","NC","R","2","Argentina / Brazil / Canada / India / Mexico / USA","","","0.15"
"TX0807070020HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Unknown","NC","R","2","Argentina / Brazil / Canada / India / Mexico / USA","","","0.15"
"TX0807070406HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Brazil / Canada / India / Mexico / USA","","","0.15"
"TX0804070406HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / India / Mexico / Philippines / Uruguay / USA","","","0.15"
"TX0804070406HYUS2","HY","254","Dicofol p,p'","0.001","0.001","M","V","SM","O","RE","Clover","NC","D","2","Argentina / Canada / India / Mexico / Philippines / Uruguay / USA","","","NT"
"TX0804070406HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0046","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / India / Mexico / Philippines / Uruguay / USA","","","1"
"TX0806020406HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / India / Mexico / Uruguay / USA","","","0.15"
"TX0806020406HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0049","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / India / Mexico / Uruguay / USA","","","1"
"CA1705150546HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Pure","NC","R","2","Argentina / India / Mexico / Uruguay / USA","","","0.2"
"CO1706260008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"FL1704240052HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"MI1705230005HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"MI1705230027HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","100% Pure - U.S. Gra","NC","D","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"MI1705230047HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"MI1706270047HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","100% Pure U.S. Grade","NC","R","2","Argentina / Canada / India / Uruguay / USA","","","0.2"
"MI1706270021HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / Ukraine / USA","","","0.2"
"OH1706260440HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / Ukraine / USA","","","0.2"
"OH1708280450HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / Ukraine / USA","","","0.2"
"OH1708280450HYUS2P","HY","ALG","Thymol","0.123","0.005","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / Ukraine / USA","","","EX"
"FL1707310095HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","H","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"MI1706270027HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"MI1708010005HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"MI1708010027HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"MI1708010047HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Na","NC","R","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"MI1708290027HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"WA1707310034HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Clover Honey","NC","D","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"WA1708280034HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / India / Ukraine / USA","","","0.2"
"FL1708280055HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / Ukraine","","","0.2"
"TX1706190103HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / Mexico / USA","","","0.2"
"TX1707240103HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.004","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / Canada / Mexico / USA","","","0.2"
"TX1706190409HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / Mexico","","","0.2"
"MI1704250047HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Pure","NC","R","2","Argentina / Canada / India / Ukraine / Uruguay / USA","","","0.2"
"WA1707310011HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Pure U.S. Grade A Cl","NC","D","2","Canada / India / Ukraine / USA","","","0.2"
"NY0806100011HYUS2P","HY","070","Piperonyl butoxide","0.0087","0.006","M","","SM","O","RE","Unknown","NC","R","2","Unknown Country","","","10"
"NY0806100011HYUS2P","HY","124","Coumaphos","0.0028","0.001","M","","SM","O","RE","Unknown","NC","R","2","Unknown Country","","","0.15"
"NY0806100011HYUS2P","HY","254","Dicofol p,p'","0.0018","0.001","M","V","SM","O","RE","Unknown","NC","R","2","Unknown Country","","","NT"
"NY0806100011HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0055","0.004","M","","SM","O","RE","Unknown","NC","R","2","Unknown Country","","","1"
